acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
127877,SALCHICHAS TIPO FRANKFURTERS.,774120,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PRECIO LÍDER,2024-09-10,4463/1963,2024-10-11,270811,960 g
127876,SALSA DE TOMATE TIPO ITALIANA LIBRE DE GLUTEN,774133,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RIGBY,2024-09-10,38/231,2026-01-15,197,1 Kg
127873,POLVO PARA PREPARAR BEBIDA SIN ALCOHOL DIETETICA BAJAS CALORIAS ADICIONADA DE VITAMINA C SABOR NARANJA,774113,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.3 El producto no se comercializa de acuerdo a lo declarado en IgDoc. Decreto 315/994 Art. 30.1.10. En el envase secundario figuran representaciones gráficas de frutas. Decreto 117/006 Resolución GMC 26/03 Art. 5. El envase secundario no presenta información obligatoria completa.,En condiciones,PURITAS,2024-09-09,1403/319,2025-08-31,0824,24g
127874,POLVO PARA PREPARAR BEBIDA ANALCOHÓLICA ARTIFICIAL DIETÉTICA BAJA EN CALORÍAS ADICIONADA DE VITAMINA C SABOR MANZANA,774116,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RINDE DOS,2024-09-09,34239/90,2025-05-22,0404 V 220525,15g
127874,POLVO PARA PREPARAR BEBIDA ANALCOHOLICA ARTIFICIAL DIETETICA BAJA EN CALORIAS ADICIONADA DE VITAMN¡INA C.  SABOR LIMON,774115,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RINDE DOS,2024-09-09,34239/88,2025-05-20,20 05 25,15g
127873,POLVO PARA PREPARAR BEBIDA SIN ALCOHOL DIETETICA BAJAS CALORIAS ADICIONADA DE VITAMINA C SABOR DURAZNO,774112,Fuera de las condiciones reglamentarias,Decreto 315/994 Art. 30.1.10. El envase secundario presenta representaciones gráficas de frutas. Decreto 117/006 Resolución GMC 26/03 Art. 5. El envase secundario no presenta la información obligatoria completa.,En condiciones,PURITAS,2024-09-09,1403/320,2025-08-31,0824,24 g
127873,POLVO PARA PREPARAR BEBIDA SIN ALCOHOL DIETETICA BAJAS CALORIAS ADICIONADA DE VITAMINA C SABOR NARANJA- BANANA,774114,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Titulo II Art. D974.3. El producto no se comercializa de acuerdo a IgDoc. Decreto 315/994 Art. 30.1.10. El envase secundario presenta representaciones gráficas de frutas. Decreto 117/006 Resolución GMC 26/03 Art. 5. El envase sesundario no presenta información obligatoria completa.,En condiciones,PURITAS,2024-09-09,1403/321,2025-08-31,0824,24g
127873,Polvo para preparar bebida sin alcohol dietética de bajas calorías adicionada de vitamina C sabor pera,774111,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.3. el producto no se comercializa de acuerdo a lo declarado en IgDoc. Decreto 315/994 Art. 30.1.10. El rótulo del envase secundario presenta representaciones gráficas de frutas.Decreto 117/006 Resolución GMC 26/03 Art.5. El envase secundario no presenta información obligatoria completa.,En condiciones,PURITAS,2024-09-09,1403/324,2025-08-31,0824,24 g
127904,QUESO DAMBO,774098,Fuera de las condiciones reglamentarias,Decreto 117/006 Res GMC 26/03 art  5. El producto no presenta rotulación obligatoria completa.,En condiciones,-,2024-09-06,33063,2024-09-20,04-09-24,266 g
127872,TOMATES ENTEROS AL NATURAL SIN PELAR SIN GLUTEN,774102,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LAS ACACIAS,2024-09-06,736/116,2027-01-31,4018,400g
127872,PURE DE TOMATE LIBRE DE GLUTEN,774107,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 3.1 (a). La rotulación es confusa en relación a qué tipo de conserva de tomate es el producto. Art. 6.4.1. La dirección del importador que figura en el rótulo corresponde a un local cerrado. Digesto Departamental Volumen VI Título II Art. D974.3. El producto no se comercializa de acuerdo a lo aprobado en IgDoc.,En condiciones,MUTTI,2024-09-06,9283/1322,2026-01-31,m131 601(F),700g
127906,QUESO FETEADO MUZZARELLLA,774100,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FARMING COLONIA SUIZA,2024-09-06,17977/103,2025-01-05,4218.0902,200 g
127872,SALSA DE TOMATE A LA NAPOLITANA LIBRE DE GLUTEN,774105,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,HELIOS,2024-09-06,11913/2887,2026-08-18,230818,300g
127903,QUESO MAGRO SIN SAL AGREGADA (AL VACIO) - LIBRE DE GLUTEN,774097,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,COLONIAL,2024-09-06,22654/25,2024-12-04,060803,342 g
127903,QUESO MAGRO CON SAL (AL VACIO) - LIBRE DE GLUTEN,774096,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Titulo II art. D974.2 Resolución N° 3461/24. El producto presenta su registro vencido desde 06/04/2022.,En condiciones,COLONIAL,2024-09-06,22654/24,2024-12-01,030802,Venta al peso
127872,TOMATES ENTEROS AL NATURAL LIBRE DE GLUTEN,774103,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,RIO DE LA PLATA,2024-09-06,5529/1622,2024-03-30,3081,400g
127905,QUESO MUZZARELLA,774099,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 26/03 Art. 5. No presenta la rotulación obligatoria completa.,En condiciones,-,2024-09-06,33063,2024-09-21,05-09-24,284 g
127872,TOMATES ENTEROS AL NATURAL PELADOS LIBRE DE GLUTEN,774104,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,REVELACIÓN,2024-09-06,25528/1024,2026-01-31,15223,400g
127906,QUESO PROCESADO FETEADO PARA SANDWICH,774101,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FARMING COLONIA SUIZA,2024-09-06,17977/101,2025-01-15,4228.5002,200 g
127872,TOMATES TAMIZADOS,774106,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 y Resolución 3461/24 Art. 9. El registro del producto está vencido. Art. D974.3. El producto no se comercializa de acuerdo a IgDoc. Decreto 117/006 Resolución GMC 26/03 Art. 3.1 (a). La rotulación puede inducir a engaño en relación a qué tipo de conserva de tomate es el producto.,En condiciones,MAZZA,2024-09-06,7664/110,2026-12-31,H1M277,680g
127871,ACEITE DE OLIVA EXTRA VIRGEN. LIBRE DE GLUTEN,774091,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,O'33,2024-09-04,26134/6,2026-01-17,Lote17/0524,500 mL
127871,ACEITE DE OLIVA EXTRA VIRGEN,774090,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CASA RINALDI,2024-09-04,4463/957,2024-11-15,16:48 B(F),0.5 L
127871,ACEITE DE OLIVA EXTRA VIRGEN,774095,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MOLINO CAÑUELAS,2024-09-04,2877/69,2026-05-27,L:12(3),500 mL
127871,ACEITE DE OLIVA EXTRA VIRGEN. LIBRE DE GLUTEN,774092,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,O'33,2024-09-04,26134/4,2025-08-22,LOTE 234/2123,250 mL
127871,ACEITE DE OLIVA VIRGEN EXTRA,774094,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA ESPAÑOLA,2024-09-04,11913/413,2026-07-10,ART 945841,500 mL
127871,ACEITE DE OLIVA,774093,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CASA RINALDI,2024-09-04,4463/1220,2024-11-15,16:19 G(E),1 L
127869,SALCHICHAS TIPO FRANKFURTER. SIN GLUTEN,774082,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,OTTONELLO,2024-09-03,137/3100,2024-09-28,140822,Venta al peso
127868,SALCHICHA TIPO FRANKFURTER,774078,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DOÑA COCA,2024-09-03,915/20,2024-09-24,ELAB 15/08/24 12:04 D,Venta al peso
127869,SALCHICHAS TIPO FRANKFURTER. LIBRE DE GLUTEN,774081,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SUREÑA,2024-09-03,137/4000,2024-10-04,190812,Venta al Peso
127870,SALCHICHA TIPO FRANKFURTERS,774079,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021 por el contenido de sodio declarado en la información nutricional el producto debe presentar octógono de exceso de sodio.,Fuera de condiciones,CABAÑA LA DOLFINA,2024-09-03,22720/154,2024-09-16,02/08/2024 09:2G,VENTA AL PESO
127870,Salchicha tipo frankfurter sin gluten,774080,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CAMPOSUR,2024-09-03,22720/258,2024-10-03,ENV 19/08/2024 06:57,Venta al peso
127867,POLVO PARA PREPARAR BEBIDA ANALCOHOLICA ARTIFICIAL DIETETICA DE BAJAS CALORIAS ADICIONADA CON VITAMINA C SABOR A NARANJA DURAZNO,774072,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-09-02,1409/7300,2025-01-29,29/01/25 20:09 3RA,18 g
127867,POLVO PARA PREPARAR BEBIDA ANALCOHOLICA ARTIFICIAL DIETETICA DE BAJAS CALORIAS ADICIONADA DE VITAMINA C SABOR A LIMONADA.,774075,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BC LA CAMPAGNOLA,2024-09-02,1409/7644,2025-04-09,L 09/04/25 12:32 1RA,7 g
127867,POLVO PARA PREPARAR BEBIDA ANALCOHOLICA ARTIFICIAL DIETETICA DE BAJAS CALORIAS ADICIONADA DE VITAMINA C SABOR A NARANJA DULCE.,774074,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,BC LA CAMPAGNOLA,2024-09-02,1409/7641,2025-02-07,L 07/02/25 16:50 2RA,7 g
127867,POLVO PARA PREPARAR BEBIDA ANALCOHOLICA ARTIFICIAL DIETETICA DE BAJAS CALORIAS ADICIONADA CON VITAMINA C SABOR A NARANJA BANANA,774076,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR,2024-09-02,1409/7303,2025-05-14,L 14/05/25 09:11 3RA,18 g
127867,POLVO PARA PREPARAR BEBIDA ARTIFICIAL DIETETICA DE BAJAS CALORIAS SABOR A MULTIFRUTA. ADICIONADA DE VITAMINAS C Y D . LIBRE DE GLUTEN. SIN TACC,774077,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TANG,2024-09-02,6828/1676,2025-09-17,L 4413816 16:28,15 g
127867,POLVO PARA PREPARAR BEBIDA ANALCOHÓLICA ARTIFICIAL DIETÉTICA DE BAJAS CALORÍAS SABOR A MANDARINA. LIBRE DE GLUTEN. SIN TACC PARA URUGUAY: ADICIONADO CON VITAMINAS C Y D.,774073,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLIGHT,2024-09-02,6828/1704,2025-03-19,L 33323 10:34,8 g
127863,QUESO PROCESADO U.A.T. UNTABLE SABOR CHEDDAR LIBRE DE GLUTEN,774066,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-08-29,1395/1162,2024-11-22,952547,230 g
127865,MANTECA - PRODUCTO LIBRE DE GLUTEN,774071,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLALDY,2024-08-29,2452/157,2024-10-13,H15JO2,200 g
127864,MANTECA,774070,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,KASDORF,2024-08-29,1395/231,2024-11-22,22/05/2024 13:46 5910-AB,200 g
127863,ALIMENTO LACTEO A BASE DE QUESO,774069,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-08-29,1395/1207,2024-09-07,I32W,370 g
127863,QUESO CREMA-LIBRE DE GLUTEN,774067,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TALAR,2024-08-29,24046/19,2024-09-13,241277,380 g
127863,QUESO PROCESADO GAMBÚ UNTABLE SABOR AHUMADO - LIBRE DE GLUTEN,774064,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021. Por los datos analiticos obtenidos el producto  debe presentar rotulado frontal por exceso de sodio.,Fuera de condiciones,CLALDY,2024-08-29,2452/22,2024-09-27,H.29J- 1,400 g
127863,QUESO BLANCO CERO LIGHT 60% MENOS GRASA,774068,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TALAR,2024-08-29,24046/34,2024-09-18,241324,400 g
127863,QUESO PROCESADO GAMBÚ UNTABLE- LIBRE DE GLUTEN,774065,Fuera de las condiciones reglamentarias,Decretos 272/018 y 34/021. Por los resultados analiticos la muestra debe presentar rotulado frontal por exceso de sodio.,Fuera de condiciones,CLALDY,2024-08-29,2452/6,2024-10-11,H13K- 14,400 g
127862,Pasta fresca pasteurizada,774054,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,PASTAMANÍA,2024-08-28,2099/1,2024-11-07,24222,500 g
127862,Pasta con papa de larga duración,774053,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LOS ABUELOS,2024-08-28,1494/10,2024-09-07,2208,500g
127862,Pasta fresca pasteurizada envasada en atmosfera modificada con albahaca,774056,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AVANTI,2024-08-28,2099/22,2024-09-14,24183,270 g
127862,Pasta fresca pasteurizada envasada en atmósfera modificada rellena de jamón y queso,774052,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AVANTI,2024-08-28,2099/6,2024-10-19,24233,500g
127862,Pasta fresca rellena de larga duración,774057,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LOS ABUELOS,2024-08-28,1494/31,2024-09-07,2208,500 g
127862,Pasta fresca pasteurizada envasada en atmósfera modificada rellena de verdura,774055,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,AVANTI,2024-08-28,2099/5,2024-09-03,24172,500 g
127859,Polvo para preparar postre sabor chocolate,774049,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,FLEISCHMANN,2024-08-27,185/447,2024-10-19,2310102,200 g
127859,POLVO PARA PREPARAR TORTA SABOR A VAINILLA,774051,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ROYAL,2024-08-27,6828/1606,2025-03-16,45076 04 29,500 g
127859,POLVO PARA PREPARAR POSTRE SABOR A CHOCOLATE,774050,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ROYAL,2024-08-27,6828/941,2026-04-30,L4 092/1,200 g
